P_NAME,P_MASS,P_RADIUS,P_DISTANCE,P_PERIOD,P_SEMI_MAJOR_AXIS,P_ECCENTRICITY,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_FLUX,P_TEMP_EQUIL,P_TEMP_SURF,P_HABITABLE,P_DENSITY,S_TEMPERATURE,S_MASS,S_RADIUS,S_LUMINOSITY
HIP 41378 c,7.08,2.56,0.20653971,31.70648,0.20653971,3.407485234351897e-07,1.6630168,2.765625,1.0803223,58.343553,704.04096,781.27889216,0,0.42200089,6226.0,1.17,1.34,2.4888573
CFBDSIR J145829+101343 b,3337.1,12.4,2.6,10037.5,2.6,1.208979328211521e-06,16.404907,269.12097,21.703304,1.5688479e-07,5.0698478,15.2065531888,0,1.7502664,580.5,0.02,0.10209747,1.0605412e-06
CoRoT-14 b,2415.4,12.22,0.027,1.51214,0.027,0.0,14.059146,197.65957,16.175088,1804.1493,1660.2284,1829.2603264,0,1.3236569,6035.0,1.13,1.21,1.3152248
EPIC 206024342 b,3.53,1.7,0.052115261,4.50756,0.052115261,1.7116487989740806e-07,1.4409964,2.0764706,1.2214533,248.92595,1011.8526,1142.7285,0,0.71850193,5724.0,0.93,0.82,0.67608298
EPIC 201427007 b,2.86,1.5,0.015355287,0.72091,0.015355287,9.290972404899804e-08,1.380821,1.9066667,1.2711111,3788.6468,1998.5763,2257.0779,0,0.84740741,5633.0,0.93,0.94,0.89330548
EPIC 206215704 b,0.972,1.0,0.02499911,2.255436,0.02499911,1.185480664434753e-07,0.9859006,0.972,0.972,13.066248,484.32561,546.96967,0,0.972,3297.0,0.41,0.25,0.0081658237
EPIC 212297394 b,2.79,1.48,0.031940771,2.289363,0.031940771,1.3400003095567925e-07,1.3730022,1.8851351,1.27374,306.41443,1065.8032,1203.6572,0,0.86063511,5171.0,0.83,0.8,0.31260794
EPIC 212499991 b,3.19,1.6,0.20243357,34.885,0.20243357,3.37344371297724e-07,1.4120021,1.99375,1.2460937,7.7702487,425.31279,480.32396,0,0.77880859,4982.79,0.91,0.76,0.31841975
EPIC 212737443 c,7.7,2.69,0.2856,65.55,0.28,0.2,1.6918787,2.8624535,1.0641091,2.0443174,302.2896,340.95940160000004,0,0.3955796,4684.0,0.69,0.67,0.15703628
GJ 180 c,6.4,2.41,0.12952245,24.329,0.129,0.09,1.6296017,2.6556017,1.1019094,0.7844886,239.37816,270.34001,2,0.45722382,3371.0,0.43,0.41,0.013001696
HD 136118 b,4164.1878,12.3,2.4646839,1187.5976,2.327,0.344,18.399779,338.55185,27.524541,0.72904726,229.94967,261.67483832,0,2.2377676,6097.0,1.18,1.68,3.7068072
HD 153557 b,20.34102,4.77,0.06814365,7.29903,0.068,0.065,2.0650338,4.2643648,0.89399681,59.415747,706.69244,784.1849142400001,0,0.18742071,4837.0,0.79,0.75,0.27415742
HD 155918 b,7.62788,2.67,0.03056454,1.87567,0.03,0.194,1.6902319,2.8568839,1.069994,1175.1351,1480.8365,1672.3722,0,0.4007468,5771.84,1.03,1.02,1.0375284
HD 156098 b,15.89142,4.12,0.16799206,21.85849,0.167,0.109,1.9639605,3.8571408,0.93619922,419.91601,1150.583,1270.6889680000004,0,0.22723282,6419.19,1.29,2.76,11.64126
GJ 3138 d,10.5,3.23,0.7337376,257.8,0.698,0.32,1.8029903,3.250774,1.0064316,0.097442346,139.49648,162.53814208,0,0.31158872,3717.0,0.68,0.5,0.044977985
HD 134060 c,29.29,5.91,2.4072764,1291.5646,2.3928,0.11,2.2262091,4.9560068,0.83857983,0.25283122,180.22582,207.17749872,0,0.14189168,5966.0,1.09,1.16,1.4387986
K2-105 b,30.0,3.59,0.0833,8.2669928,0.0833,2.163987271009446e-07,2.8907691,8.356546,2.3277287,93.263132,791.63905,877.2863988,0,0.64839239,5636.0,1.05,0.97,0.64714262
GJ 433 b,6.043,2.33,0.0620496,7.3705,0.062,0.04,1.610454,2.5935622,1.1131168,5.2067213,384.68957,434.44643,0,0.47773255,3461.0,0.48,0.5,0.019998619
GJ 433 d,5.223,2.14,0.1784361,36.059,0.178,0.07,1.5622593,2.4406542,1.1404926,1.0598066,258.2299,291.6301,2,0.53294048,3461.0,0.48,0.47,0.033496544
CoRoT-30 b,921.707,11.31,0.084402068,9.06005,0.0844,0.007,9.027451,81.494872,7.205559,89.191968,782.84748,867.6508380800001,0,0.63709628,5650.0,0.98,0.91,0.63533093
OGLE-2018-BLG-0532L b,6.228,2.37,1.064,1887445.6321587465,1.064,7.733979473897884e-07,1.6210639,2.6278481,1.1087967,3.876134745857549e-106,7.709624344632262e-30,9.65,0,0.4678467,3.498772852425015e-24,0.2,1.5457460865399666,1.2341136986169662e-82
OGLE-2018-BLG-0383L b,6.4,2.41,1.8,5873348.4101167545,1.8,1.0059316058867649e-06,1.6296017,2.6556017,1.1019094,1.1971046751288876e-107,3.231964133445835e-30,9.65,0,0.45722382,1.9077194252043795e-24,0.1,1.5457460865399666,1.090812706309085e-83
KMT-2021-BLG-0322L b,2034.1018,12.7,6.38499051431657,15471449.507899314,6.30715099649941,1.8829934759628668e-06,12.655651,160.1655,12.611456,5.786042157511676e-106,8.521752157803641e-30,9.65,0,0.99302806,9.415800110045454e-24,0.62,1.5457460865399666,6.473230942399021e-81
HATS-12 b,759.6137,7.76,0.044259311,3.142702,0.0441,0.085,9.8938548,97.888363,12.61448,3764.4142,1992.6633,2193.6089768,0,1.6255773,6357.0,1.16,1.17,7.2945751
TOI-1680 b,2.75,1.466,0.03144,4.8026345,0.03144,1.3294544737827476e-07,1.3696177,1.8758527,1.2795721,4.3856597,368.64508,416.32669,0,0.87283225,3225.0,0.18,0.21,0.0043351088
HD 3167 e,8.41,2.83,0.39287063,96.63,0.3885,0.15,1.7238711,2.9717314,1.0500818,3.5988154,349.37336,394.56231,0,0.37105363,5261.0,0.84,0.88,0.5370318
TOI-2134 b,9.13,2.69,0.0781404,9.2292005,0.078,0.06,1.8422953,3.394052,1.2617294,31.593223,603.53797,671.12761512,0,0.46904438,4580.0,0.74,0.71,0.19186687
KOI-351 c,1.81,1.19,0.089,8.719375,0.089,0.0,1.2332917,1.5210084,1.2781583,234.54166,996.90714,1125.85,0,1.0740826,6080.0,1.2,1.2,1.8578045
Kepler-30 d,23.1,8.8,0.500121,143.34394,0.5,0.022,1.6201852,2.625,0.29829545,2.3182759,314.3052,354.1284992,0,0.033897211,5498.0,0.99,0.95,0.5794287
TOI-4600 b,959.84179,6.8,0.35990625,82.6869,0.349,0.25,11.880791,141.1532,20.757824,3.5592911,345.70969,388.54782024,0,3.0526212,5170.0,0.89,0.81,0.41975898
TOI-4600 c,2946.2693,9.42,1.1774016,482.8191,1.152,0.21,17.685232,312.76744,33.202489,0.32351082,190.50753,218.44625288000003,0,3.5246803,5170.0,0.89,0.81,0.41975898
HD 10180 d,11.75,3.45,0.12969337,16.357,0.12859,0.131,1.8454802,3.4057971,0.98718757,90.854076,783.93159,868.83902264,0,0.28614132,5911.0,1.06,1.11,1.4893611
HD 102272 b,1570.0802,12.9,0.5106375,127.58,0.51,0.05,11.0323,121.71164,9.4350111,176.76782,928.42477,1027.20354792,0,0.73139621,4790.0,1.45,10.3,45.919801
HD 42618 b,14.4,3.89,0.5639997,149.61,0.554,0.19,1.9240061,3.7017995,0.95161941,3.2506071,339.70771,381.96965016,0,0.24463224,5727.0,1.01,1.0,0.97948999
OGLE-2018-BLG-0962L b,425.89007,13.6,3.59,7119046.005377058,3.59,1.420624909569672e-06,5.5960206,31.315446,2.3026063,1.1012004984820308e-105,1.0009216903489499e-29,9.65,0,0.16930929,8.343706939741796e-24,0.54,1.5457460865399666,3.99142844079117e-81
HD 110014 b,3524.59,12.4,2.3683851,835.477,2.14,0.462,16.859452,284.24113,22.922672,49.580126,646.74807,718.4858847200001,0,1.8486026,4445.0,2.17,20.9,201.37242
HD 131496 b,572.094,13.4,2.0429248,896.0,2.01,0.181,6.5340326,42.693582,3.1860882,2.4651366,317.21563,357.31833048,0,0.23776778,4846.0,1.34,4.44,9.7948999
BD-17 63 b,1620.9,12.8,1.535372,655.6,1.34,0.54,11.253125,126.63281,9.8931885,0.13888365,146.02372,169.69199712000002,0,0.77290535,4714.0,0.74,0.69,0.20989399
TOI-1842 b,68.01528,11.657,0.1001,9.5739,0.1001,2.3721887386472235e-07,2.4155156,5.8347156,0.50053321,548.44344,1232.7717,1360.7677832000002,0,0.042938424,6230.0,1.46,2.02,5.4954087
EPIC 201754305 d,1.08,1.03,0.033327104,2.71578,0.033327104,1.36877161214105e-07,1.0239842,1.0485437,1.0180036,156.10069,900.432,1016.8964,0,0.98835299,4761.0,0.67,0.54,0.1733804
EPIC 201841433 b,1.12,1.04,0.035,4.1698,0.035,1.4027046067878097e-07,1.037749,1.0769231,1.035503,189.17507,944.74736,1066.9437,0,0.99567592,5053.0,0.8,0.63,0.23173946
HD 37605 b,854.9627,13.2,0.34001061,55.01292,0.277,0.6745,8.047975,64.769902,4.9068107,10.637079,412.67252,461.93908192,0,0.37172808,5329.0,0.94,0.91,0.60255959
HD 40307 d,9.5,3.04,0.13242365,20.432,0.1321,0.07,1.767767,3.125,1.0279605,13.190492,485.02612,547.76078,0,0.33814491,4956.0,0.77,0.72,0.22961486
HD 75289 b,155.7367,14.2,0.0500225,3.50927,0.05,0.03,3.3117025,10.967373,0.77235023,820.83433,1363.2964,1503.8228544,0,0.054390861,6117.0,1.29,1.23,2.0511622
HD 73526 c,715.09,13.3,1.070376,379.1,1.03,0.28,7.3325415,53.766165,4.0425688,2.1382295,303.39409,342.16992264,0,0.30395254,5633.0,1.01,1.53,2.1777098
HD 46375 b,71.8,10.0,0.039878983,3.023573,0.0398,0.063,2.6795522,7.18,0.718,359.83005,1108.665,1224.7468400000002,0,0.0718,5285.0,0.92,0.91,0.56885293
HD 7924 c,7.86,2.72,0.11394455,15.299,0.1134,0.098,1.6999135,2.8897059,1.0623919,30.121005,595.7058,672.75609,0,0.39058525,5075.0,0.83,0.78,0.38547836
G 264-012 c,3.75,1.76,0.0525,8.0518,0.0525,1.7179552732407255e-07,1.4596855,2.1306818,1.2106147,3.8697365,357.28934,403.50217,0,0.68784924,3326.0,0.3,0.3,0.010665961
HD 23127 b,485.32641,13.5,2.5653307,1211.17,2.37,0.406,5.9958406,35.950104,2.6629707,0.55159132,212.34377,242.37877192,0,0.19725709,5843.0,1.21,1.49,2.831392
HD 233832 b,565.7374,13.5,3.0091733,2058.0,2.827,0.359,6.473521,41.906474,3.1041833,0.040207738,111.18888,131.51301248,0,0.2299395,4981.0,0.71,0.68,0.29991625
HD 238090 b,6.89,2.52,0.097394,13.671,0.0932,0.3,1.6535196,2.734127,1.084971,8.4653999,426.96077,482.1851,0,0.43054406,3933.0,0.58,0.57,0.07014553
HD 30856 b,491.68301,13.5,1.8534419,847.0,1.85,0.061,6.0349784,36.420964,2.6978492,2.9004545,332.21003,373.75219288000005,0,0.19984068,4895.0,1.17,4.4,9.9083194
HD 212301 b,162.0933,14.2,0.03,2.24571,0.03,0.0,3.3786123,11.415021,0.80387473,1944.2741,1691.5665,1863.606884,0,0.056610896,6239.0,1.55,1.16,1.7498467
HD 196050 b,1493.7935,12.9,2.703,1392.0,2.65,0.2,10.760945,115.79795,8.976585,0.2644677,181.29227,208.34632792,0,0.6958593,5879.0,1.27,1.42,1.8197009
HD 215497 c,111.23994,13.0,1.4546895,566.0,1.31,0.47,2.9252211,8.5569185,0.6582245,0.2568389,173.21145,199.48974920000003,0,0.050632654,5113.0,0.92,0.9,0.38904514
HD 28254 b,1207.7479,13.0,3.5555625,1333.0,2.45,0.95,9.6386559,92.903688,7.1464376,1.1672544,182.13878,209.27410288,0,0.54972597,5664.0,1.1,1.48,2.1877616
HIP 29442 c,4.5,1.58,0.0436,3.53796,0.0436,1.5655806529044306e-07,1.6876319,2.8481013,1.8025957,368.15188,1115.8517,1260.1791,0,1.1408834,5289.0,0.89,0.98,0.699842
TOI-1227 b,66.5,9.572,0.0886,27.36397,0.0886,2.231768081601105e-07,2.6357819,6.9473464,0.72579883,0.31998716,191.59442,219.63748432000003,0,0.075825202,3072.0,0.17,0.56,0.0025118864
TOI-500 d,33.12,6.35,0.15626956,26.233,0.15624956,0.016,2.2838012,5.215748,0.82137764,8.1736868,430.70842,481.70642832,0,0.12935081,4440.0,0.74,0.68,0.19952623
K2-60 b,135.39558,7.656,0.045,3.00265,0.045,0.0,4.2053416,17.684898,2.3099397,945.31157,1412.5162,1557.7677552000002,0,0.30171626,5500.0,0.97,1.12,1.9142559
DMPP-3 A b,2.58,1.41,0.06684876,6.6732,0.0662,0.14,1.3526963,1.8297872,1.2977214,117.37683,835.38353,943.43443,0,0.92036982,5138.0,0.87,0.91,0.50933087
Kepler-167 c,3.44,1.674,0.0684,7.406106,0.0684,0.0,1.4335125,2.0549582,1.2275736,61.785675,714.20298,806.58004,0,0.73331755,4884.0,0.78,0.75,0.28906799
HD 13808 b,11.2,3.35,0.10545513,14.1815,0.10519,0.071,1.8284648,3.3432836,0.9979951,33.277332,611.25928,679.5901708800001,0,0.29790898,5035.0,0.77,0.78,0.3672823
HD 4208 b,257.4423,13.9,1.6634659,832.97,1.662,0.042,4.3036065,18.521029,1.3324481,0.28782025,186.52468,214.08104928,0,0.095859577,5717.0,0.88,0.85,0.79432823
nu Oct A b,762.78818,13.3,1.2575625,417.0,1.25,0.11,7.573143,57.352495,4.3122176,10.935118,462.18432,516.20401472,0,0.32422689,4860.0,1.61,5.81,16.982437
HD 69830 b,10.2,3.17,0.0788925,8.667,0.0785,0.1,1.7937853,3.2176656,1.0150365,98.275008,800.55785,887.0614036000001,0,0.32020078,5385.0,0.86,0.89,0.60255959
HD 180053 b,697.31902,13.3,0.84576546,213.72,0.843,0.081,7.2408564,52.430002,3.9421054,17.732675,522.1046,581.8766416,0,0.2963989,5131.0,1.75,4.06,12.5603
WTS-2 b,355.9696,15.278,0.01855,1.0187068,0.01855,0.0,4.8269545,23.299489,1.5250353,1497.3115,1584.6296,1746.4040416000005,0,0.099819041,5000.0,0.82,0.75,0.51522864
TOI-1272 c,26.7,5.59,0.083095875,8.689,0.0783,0.35,2.1854945,4.7763864,0.85445195,63.511579,701.90642,778.93943632,0,0.15285366,4985.0,0.85,0.79,0.36475395
TOI-1288 c,84.0,11.0,1.1029685,443.0,1.0937265,0.13,2.7633971,7.6363636,0.69421488,0.57396269,221.02151,251.88957496000003,0,0.063110443,5225.0,0.89,1.01,0.68076936
HD 134606 f,5.63,2.24,0.17898524,26.915,0.1784,0.081,1.5853684,2.5133929,1.1220504,36.613369,625.85523,706.80514,0,0.50091535,5576.0,1.05,1.16,1.1614486
Kepler-11 e,8.0,4.19,0.19501404,31.9996,0.195,0.012,1.3817771,1.9093079,0.45568207,34.670655,618.12811,687.11840856,0,0.10875467,5663.0,0.96,1.06,1.3182567
TOI-1669 b,182.11568,14.1,1.2479986,502.0,1.2358869,0.14,3.5938845,12.916006,0.91602877,0.6461612,227.54932,259.04405472,0,0.06496658,5542.3,1.0,1.07,0.97723722
TOI-3540 A b,375.03752,23.539,0.04289,3.119999,0.04289,0.0,3.9915664,15.932602,0.67685977,841.95311,1372.2135,1513.5959960000002,0,0.028754823,5810.0,1.08,1.23,1.5488166
HD 181342 b,807.2882,13.2,1.5923853,564.1,1.592,0.022,7.8203706,61.158197,4.6331967,4.7338991,375.72063,421.43981048000006,0,0.35099975,4945.0,1.69,4.71,11.994993
HD 181433 b,6.3566,2.4,0.0864,9.3743,0.08,0.4,1.6274469,2.6485833,1.1035764,59.659606,685.50828,774.17389,0,0.4598235,4918.0,0.63,0.79,0.34994517
HD 187123 c,632.46,13.4,5.0452673,3810.0,4.89,0.252,6.870117,47.198507,3.5222767,0.057893435,123.43594,144.93579024000002,0,0.26285647,5790.0,1.04,1.15,1.3396767
K2-291 b,6.49,1.589,0.03261,2.225177,0.03261,0.0,2.0209725,4.0843298,2.5703774,641.6503,1282.1071,1447.9385,0,1.617607,5520.0,0.93,0.9,0.68233869
HD 125612 b,945.22168,13.2,1.4831688,557.69994,1.349,0.446,8.4621335,71.607703,5.424826,0.70491552,224.06842,255.22898832000004,0,0.41097167,5900.0,1.05,1.07,1.1481536
Kepler-129 b,20.0,2.4,0.1300065,15.79,0.13,0.01,2.8867513,8.3333333,3.4722222,172.24039,922.83768,1042.2001,0,1.4467593,5770.0,1.18,1.65,2.9107171
Kepler-104 d,5.54022,3.58,0.257,51.755394,0.257,0.0,1.2440046,1.5475475,0.43227583,18.583767,528.91167,589.33719032,0,0.12074744,5711.0,0.82,1.35,1.2274392
K2-3 c,2.68,1.582,0.13585633,24.646729,0.1357,0.048,1.3015599,1.6940582,1.0708332,3.1940462,340.406,384.43509,0,0.67688573,3844.0,0.55,0.55,0.058748935
HD 205739 b,435.41,13.6,0.9286592,279.8,0.896,0.27,5.6582189,32.015441,2.3540766,2.9636075,329.55457,370.84180872,0,0.17309386,6176.0,1.22,1.33,2.2908677
HD 20868 b,397.2875,13.7,1.2171875,380.85001,0.95,0.75,5.3850801,28.999088,2.1167217,0.49552294,184.74704,212.13275584,0,0.15450524,4802.0,0.39,0.76,0.29580125
HD 211810 b,212.9461,14.0,3.2700672,1558.0,2.656,0.68,3.9000559,15.210436,1.0864597,0.22715078,157.38253,182.14125288,0,0.077604264,5652.0,1.03,1.13,1.1748976
Kepler-165 c,5.6,2.23,0.11,15.31299,0.11,0.0,1.58468,2.5112108,1.1261035,27.874984,585.33348,661.04219,0,0.50497914,5211.0,0.79,0.77,0.33728731
Kepler-100 e,24.14272,5.27,0.31250117,60.888588,0.312392,0.026437,2.1403648,4.5811613,0.86929057,25.748505,573.76068,638.49170528,0,0.16495077,5884.0,1.1,1.51,2.5118864
KOI-351 h,381.396,11.3,1.01,331.60059,1.01,0.0,5.809635,33.751858,2.9868901,1.8211984,295.93002,333.98930192,0,0.26432656,6080.0,1.2,1.2,1.8578045
Kepler-102 d,3.0,1.154,0.086544714,10.311767,0.08618,0.092,1.6123441,2.5996534,2.2527326,35.239747,619.67818,699.82913,0,1.9521079,4909.0,0.8,0.72,0.26061535
4 UMa b,2511.4801,12.6,0.96698415,270.27,0.877,0.453,14.118209,199.32382,15.81935,168.21873,879.41678,973.49079088,0,1.255504,4415.0,1.23,18.11,115.34533
HD 21411 b,65.9,9.52,0.39096,84.288,0.362,0.4,2.6310205,6.9222689,0.72712909,4.5127702,359.50374,403.66609904,0,0.076379106,5605.0,0.89,0.83,0.54200089
HD 73526 b,978.9164,13.1,0.6617325,188.3,0.65,0.19,8.6444458,74.726443,5.7043086,5.2499757,382.96017,429.37434632,0,0.43544341,5601.0,1.14,1.53,2.1777098
HD 73534 b,353.42696,13.7,3.0137346,1750.0,2.99,0.126,5.0791326,25.797588,1.8830356,0.3750876,198.76108,227.49214368000003,0,0.13744786,4917.0,1.16,2.58,3.3265955
GJ 411 b,2.69,1.45,0.078946359,12.9394,0.07879,0.063,1.3620471,1.8551724,1.2794293,3.1471785,339.0442,382.89714,0,0.882365,3719.0,0.39,0.37,0.019498446
GJ 687 b,17.2,4.32,0.16535535,38.142,0.163,0.17,1.995365,3.9814815,0.92163923,0.81281707,240.55554,273.29887184,0,0.21334241,3413.0,0.4,0.42,0.02128139
GJ 887 b,4.2,1.88,0.068,9.262,0.068,0.0,1.4946714,2.2340426,1.1883205,7.9612667,427.90292,483.24911,0,0.63208538,3688.0,0.49,0.47,0.036812897
HD 64114 b,17.8,4.41,0.2477712,45.791,0.246,0.12,2.0090498,4.0362812,0.9152565,12.141698,474.23083,529.40698968,0,0.20754116,5676.0,0.95,0.88,0.72945751
HD 220842 b,1010.6994,13.1,0.80038992,218.47,0.74,0.404,8.7836568,77.152626,5.8895134,4.5418196,359.82897,404.02255112000006,0,0.44958118,5960.0,1.13,1.42,2.2750974
HD 221585 b,511.7063,13.5,2.3234437,1173.0,2.306,0.123,6.1566363,37.90417,2.8077163,0.50071629,213.67698,243.83997008,0,0.20797899,5620.0,1.19,1.85,2.6424088
HD 238914 b,1906.98,12.8,6.59376,4100.0,5.7,0.56,12.205852,148.98281,11.639282,2.6300357,302.91443,341.64421528,0,0.90931892,4769.0,1.47,12.73,70.794578
HD 76920 b,1249.0719,13.0,1.5699568,415.4,1.149,0.856,9.8021658,96.082454,7.390958,35.147117,495.30546,552.50478416,0,0.56853523,4698.0,1.17,7.47,23.988329
HD 20781 b,1.93,1.21,0.0531645,5.3135,0.0529,0.1,1.2629495,1.5950413,1.318216,175.90211,925.97597,1045.7443,0,1.0894347,5256.0,0.7,0.83,0.48977882
HD 67087 c,1540.0,12.9,4.974768,2374.0,3.86,0.76,10.926108,119.37984,9.2542515,0.35806629,169.34657,195.25384072000003,0,0.71738384,6330.0,1.36,1.55,3.4673685
HD 65216 c,645.1949,13.4,5.8330875,5370.0,5.75,0.17,6.9389389,48.148873,3.5931995,0.021728629,97.269177,116.25701799200002,0,0.26814922,5612.0,0.87,0.89,0.70794578
HD 290327 b,772.3269,13.3,3.440976,2443.0,3.43,0.08,7.6203472,58.069692,4.3661422,0.061774035,126.84654,148.67380784000002,0,0.32828137,5505.0,0.84,0.95,0.72443596
HD 151450 b,38.45724,6.94,0.17968128,21.89288,0.16,0.496,2.3540155,5.541389,0.79847104,76.573583,715.5169,793.8565224,0,0.11505346,6091.98,1.14,1.17,1.7021585
HD 4313 b,612.45841,13.4,1.1695008,356.21,1.157,0.147,6.7606103,45.705851,3.4108844,10.643318,458.2401,511.8811496,0,0.25454361,4943.0,1.63,5.14,14.092888
HD 330075 b,152.5584,14.3,0.04,3.38773,0.04,0.0,3.2662547,10.66842,0.74604333,292.33446,1053.3428,1164.1137088,0,0.052170862,5000.0,0.47,0.84,0.46773514
HD 31253 b,197.0546,14.1,1.3167,466.0,1.26,0.3,3.7383825,13.975504,0.99117046,2.1713919,303.85099,342.67068504,0,0.070295778,6130.0,1.7,1.75,3.2885163
HD 31527 b,10.47,3.22,0.126027,16.5535,0.1254,0.1,1.8032063,3.2515528,1.009799,76.663268,752.36534,834.24241264,0,0.31360218,5898.0,0.96,1.07,1.1994993
MASCARA-1 b,1175.971,17.901,0.040352002,2.1487738,0.040352,0.00034,8.1051239,65.693034,3.6697969,7434.8104,2365.4685,2602.203476,0,0.20500513,7490.0,1.9,2.08,12.105981
HD 206893 b,8899.1954,14.011,9.69408,9350.0,9.6,0.14,25.202336,635.15776,45.332793,0.03131525,106.76509,126.66453864000002,0,3.2355144,6500.0,1.32,1.31,2.8575905
Kepler-11 c,2.9,2.87,0.10703617,13.0241,0.107,0.026,1.0052129,1.010453,0.3520742,115.18059,834.42915,942.35661,0,0.12267394,5663.0,0.96,1.06,1.3182567
HD 158259 f,6.14,2.35,0.10538524,12.028,0.10538524,2.434008528342245e-07,1.6164053,2.612766,1.1118153,146.70348,886.56343,1001.2341,0,0.47311289,5801.89,1.08,1.21,1.629296
TOI-3693 b,324.18498,12.599,0.0813,9.088516,0.0813,0.0,5.0725742,25.731009,2.0423056,68.520245,732.91639,812.92636344,0,0.16210061,5321.0,0.87,0.79,0.45289758
NGTS-24 b,165.27077,13.608,0.0479,3.4678796,0.0479,0.0,3.4849847,12.145118,0.89249841,1217.1076,1504.6377,1658.7329192000002,0,0.065586303,5820.0,1.26,1.64,2.7925438
LP 890-9 c,25.3,1.367,0.03984,8.457463,0.03984,1.4965521872617278e-07,4.3020554,18.507681,13.538903,0.90857617,248.70817,280.87679,1,9.9040991,2850.0,0.12,0.16,0.0014421154
Kepler-10 d,12.68,3.61,0.55608102,151.04,0.5379,0.26,1.8741572,3.5124654,0.9729821,4.0438569,356.5579,400.4374584,0,0.26952413,5708.0,0.91,1.06,1.1297959
Kepler-103 c,38.0,5.45,0.66689585,179.60978,0.6639,0.095,2.6405448,6.9724771,1.2793536,6.0501106,398.84377,446.78277192,0,0.23474378,6009.0,1.21,1.49,2.6546056
Kepler-334 b,1.46,1.12,0.061,5.470319,0.061,0.0,1.1417405,1.3035714,1.1639031,305.7316,1065.2089,1202.9861,0,1.0391992,5828.0,1.02,1.07,1.1376273
Kepler-134 c,2.13,1.26,0.092,10.105785,0.092,0.0,1.3001831,1.6904762,1.3416478,135.96413,869.87289,982.38474,0,1.0647998,5983.0,0.96,1.18,1.1508004
TOI-1136 b,4.27,1.9,0.051074243,4.17278,0.051049713,0.031,1.4991226,2.2473684,1.1828255,365.78186,1113.8507,1257.9193,0,0.62253973,5770.0,1.02,0.97,0.95279616
TOI-1136 g,6.94,2.53,0.22873848,39.5387,0.22859036,0.036,1.6562255,2.743083,1.0842225,18.245921,526.36326,586.54413296,0,0.42854646,5770.0,1.02,0.97,0.95279616
K2-219 b,2.38,1.348,0.048810686,3.901287,0.048810686,1.656493197784045e-07,1.3287508,1.7655786,1.3097764,594.25134,1257.744,1420.4242,0,0.97164424,5753.0,1.02,1.19,1.4157938
HD 40307 b,4.0,1.83,0.047736,4.3123,0.0468,0.2,1.4784425,2.1857923,1.194422,106.99727,813.07255,918.23768,0,0.65268964,4956.0,0.77,0.72,0.22961486
HIP 41378 e,26.0,5.51,0.53180499,131.0,0.53180499,5.467746926893269e-07,2.1722553,4.7186933,0.85638717,8.8002535,438.75644,490.52705824,0,0.15542417,6226.0,1.17,1.34,2.4888573
K2-399 b,30.5,6.049,0.014999443,0.759978,0.014999443,9.182686700894865e-08,2.2454745,5.0421557,0.83355195,11557.123,2641.266,2904.4775360000003,0,0.13779996,5690.0,0.78,1.54,2.6001596
HIP 54597 b,762.78818,13.3,4.0018,3274.0,4.0,0.03,7.573143,57.352495,4.3122176,0.013003957,86.009273,103.916163208,0,0.32422689,4799.0,0.8,0.66,0.20796967
K2-182 b,20.0,2.69,0.05264208,4.7369683,0.0526,0.04,2.7267094,7.4349442,2.7639198,141.37617,878.13925,972.090618,0,1.0274795,5170.0,0.86,0.79,0.3908409
HAT-P-61 b,335.94463,10.077,0.030292173,1.9023129,0.0301,0.113,5.7738862,33.337762,3.3083023,852.42782,1373.1522,1514.6248112000003,0,0.3283023,5587.0,1.0,0.94,0.76736149
HD 158259 b,2.22,1.285,0.033730498,2.178,0.033730498,1.3770305574980618e-07,1.314392,1.7276265,1.3444564,1432.0378,1567.0698,1769.759,0,1.0462696,5801.89,1.08,1.21,1.629296
HD 134606 d,44.8,7.59,1.9492143,966.5,1.941,0.092,2.4295068,5.9025033,0.77766842,0.30959553,189.71719,217.58004024,0,0.10245961,5576.0,1.05,1.16,1.1614486
HD 12661 b,772.3269,13.3,0.900648,262.70862,0.84,0.38,7.6203472,58.069692,4.3661422,2.0811627,297.25535,335.44186360000003,0,0.32828137,5645.0,1.2,1.2,1.3583134
HD 4203 b,708.7609,13.3,1.328184,431.88,1.17,0.52,7.3000201,53.290293,4.006789,1.679136,273.72519,309.65280824,0,0.30126233,5596.0,1.25,1.42,1.9633603
CoRoT-13 b,415.704,9.92,0.051,4.03519,0.051,0.0,6.473457,41.905645,4.2243594,454.84104,1176.426,1299.0128960000002,0,0.42584268,5945.0,1.09,1.01,1.1830416
Kepler-126 b,4.11726,1.52,0.09924255,10.495711,0.099,0.07,1.6458201,2.7087237,1.7820551,289.59846,1049.9024,1185.6998,0,1.1724046,6239.0,1.11,1.36,2.831392
Kepler-716 b,8.75,2.9,0.0873,10.371685,0.0873,0.0,1.7370208,3.0172414,1.0404281,41.112275,645.04882,716.62350672,0,0.3587683,5099.0,0.83,0.78,0.31332857
HD 122562 c,73.10053,10.1,0.41655275,84.96276,0.406,0.228,2.690293,7.2376762,0.71660161,15.905235,503.68118,561.68457328,0,0.070950654,4956.0,1.24,2.17,2.5527013
Kepler-773 b,2.63,1.43,0.047,3.7491001,0.047,0.0,1.3561566,1.8391608,1.2861265,563.38371,1241.0829,1401.6081,0,0.89938913,5850.0,1.04,1.01,1.2445146
